mother_id,age,state,rural_urban,education_level,marital_status,employment_status
M1613,29,Lagos,Urban,Secondary,Married,Formal
M1614,24,Ondo,Urban,Tertiary,Married,Student
M1615,24,Kaduna,Urban,Tertiary,Married,Formal
M1616,40,Lagos,Rural,Tertiary,Married,Informal
M1617,26,Kano,Rural,Secondary,Single,Informal
M1618,21,Lagos,Urban,Primary,Married,Unemployed
M1619,22,Ekiti,Urban,Secondary,Married,Unemployed
M1620,30,Yobe,Urban,Tertiary,Married,Student
M1621,25,Kano,Rural,Tertiary,Married,Student
M1622,17,Oyo,Urban,Secondary,Married,Informal
M1623,29,Nasarawa,Urban,None,Married,Formal
M1624,21,Enugu,Rural,Secondary,Married,Student
M1625,34,Anambra,Urban,Secondary,Married,Informal
M1626,30,Akwa_Ibom,Urban,Secondary,Single,Informal
M1627,22,Kaduna,Urban,Secondary,Married,Informal
M1628,31,Kano,Rural,Tertiary,Married,Unemployed
M1629,25,Borno,Rural,Secondary,Single,Informal
M1630,29,Kogi,Urban,None,Married,Formal
M1631,27,Enugu,Urban,Secondary,Married,Formal
M1632,20,Niger,Rural,None,Married,Unemployed
M1633,21,Ogun,Urban,Tertiary,Married,Student
M1634,30,Plateau,Urban,None,Married,Informal
M1635,23,Zamfara,Rural,Primary,Married,Informal
M1636,22,Bayelsa,Urban,Secondary,Married,Unemployed
M1637,20,Jigawa,Urban,Primary,Married,Unemployed
M1638,27,Katsina,Urban,Primary,Single,Informal
M1639,35,FCT,Rural,Secondary,Married,Unemployed
M1640,19,Kano,Urban,Secondary,Married,Student
M1641,25,Ebonyi,Urban,Secondary,Married,Informal
M1642,32,Delta,Urban,Secondary,Single,Informal
M1643,24,Bauchi,Urban,Tertiary,Married,Informal
M1644,27,Ekiti,Rural,Secondary,Single,Unemployed
M1645,19,Jigawa,Rural,Secondary,Married,Student
M1646,27,Kwara,Urban,Tertiary,Married,Informal
M1647,24,Delta,Rural,Tertiary,Married,Formal
M1648,29,Rivers,Rural,Primary,Married,Unemployed
M1649,30,Benue,Rural,Tertiary,Married,Informal
M1650,37,Gombe,Urban,Primary,Single,Informal
M1651,27,Kebbi,Rural,Primary,Married,Formal
M1652,26,Enugu,Rural,None,Married,Unemployed
M1653,25,Ondo,Rural,Secondary,Married,Unemployed
M1654,23,Kano,Urban,Tertiary,Single,Formal
M1655,26,Katsina,Urban,Tertiary,Single,Informal
M1656,23,Kano,Rural,Secondary,Widowed,Informal
M1657,25,Enugu,Urban,Tertiary,Married,Unemployed
M1658,31,Adamawa,Rural,Secondary,Married,Unemployed
M1659,19,Taraba,Urban,Secondary,Married,Unemployed
M1660,30,Kano,Rural,Primary,Married,Unemployed
M1661,31,Yobe,Urban,Primary,Married,Unemployed
M1662,24,Cross_River,Urban,Secondary,Married,Formal
M1663,15,Imo,Rural,Secondary,Widowed,Informal
M1664,21,Akwa_Ibom,Rural,Primary,Married,Unemployed
M1665,31,Kano,Rural,Tertiary,Married,Informal
M1666,24,Rivers,Urban,Primary,Married,Informal
M1667,20,Lagos,Rural,Secondary,Married,Unemployed
M1668,22,Kano,Urban,None,Married,Student
M1669,29,Katsina,Rural,Tertiary,Single,Informal
M1670,27,Plateau,Urban,Secondary,Married,Informal
M1671,23,Kaduna,Urban,Tertiary,Married,Informal
M1672,23,Rivers,Urban,Secondary,Married,Formal
M1673,23,Niger,Rural,Secondary,Single,Informal
M1674,20,Ondo,Urban,Tertiary,Divorced,Formal
M1675,33,Jigawa,Rural,Tertiary,Married,Informal
M1676,23,Kaduna,Urban,Secondary,Married,Informal
M1677,31,Kebbi,Rural,Secondary,Single,Informal
M1678,32,Borno,Urban,Secondary,Married,Informal
M1679,29,Katsina,Urban,Primary,Married,Informal
M1680,22,Anambra,Urban,Secondary,Married,Student
M1681,27,Kano,Rural,Tertiary,Single,Formal
M1682,24,Ondo,Rural,None,Married,Unemployed
M1683,20,Edo,Rural,Primary,Married,Informal
M1684,26,Zamfara,Rural,Tertiary,Married,Informal
M1685,19,Nasarawa,Rural,Tertiary,Married,Informal
M1686,30,Bauchi,Rural,None,Married,Student
M1687,22,Zamfara,Urban,Tertiary,Married,Student
M1688,26,Jigawa,Rural,None,Married,Informal
M1689,26,Oyo,Rural,Secondary,Married,Formal
M1690,23,Gombe,Urban,Secondary,Married,Informal
M1691,27,Taraba,Urban,Tertiary,Married,Informal
M1692,22,Ogun,Rural,Secondary,Married,Informal
M1693,29,Borno,Rural,Primary,Married,Student
M1694,18,Kano,Urban,Tertiary,Married,Informal
M1695,25,Kano,Rural,Tertiary,Married,Informal
M1696,34,Akwa_Ibom,Rural,Secondary,Married,Informal
M1697,19,Bayelsa,Rural,Primary,Married,Informal
M1698,21,Gombe,Urban,None,Married,Unemployed
M1699,27,Kano,Urban,Secondary,Married,Informal
M1700,25,Kano,Urban,None,Married,Formal
M1701,26,Kogi,Rural,Tertiary,Married,Informal
M1702,27,Katsina,Rural,Secondary,Married,Unemployed
M1703,28,Gombe,Rural,Tertiary,Married,Informal
M1704,30,Kwara,Rural,Secondary,Married,Unemployed
M1705,27,Benue,Rural,Tertiary,Married,Informal
M1706,23,Zamfara,Rural,Tertiary,Married,Informal
M1707,28,Ogun,Rural,Secondary,Married,Informal
M1708,34,Enugu,Urban,Tertiary,Married,Informal
M1709,24,Gombe,Urban,Secondary,Married,Informal
M1710,20,Oyo,Rural,Tertiary,Married,Formal
M1711,30,Katsina,Rural,None,Single,Formal
M1712,24,Niger,Rural,Secondary,Married,Informal
M1713,15,Enugu,Urban,Secondary,Married,Formal
M1714,29,Oyo,Rural,Secondary,Single,Unemployed
M1715,22,Jigawa,Urban,Tertiary,Married,Informal
M1716,24,Lagos,Rural,Primary,Single,Informal
M1717,26,Zamfara,Rural,Secondary,Married,Informal
M1718,25,Kebbi,Rural,Secondary,Married,Formal
M1719,28,Oyo,Rural,None,Married,Informal
M1720,22,Niger,Urban,Primary,Single,Unemployed
M1721,27,Nasarawa,Rural,Secondary,Married,Student
M1722,23,Adamawa,Urban,None,Single,Student
M1723,28,Kano,Rural,Primary,Married,Informal
M1724,28,Yobe,Urban,Secondary,Married,Formal
M1725,20,Osun,Urban,Tertiary,Single,Formal
M1726,30,Osun,Rural,None,Married,Formal
M1727,22,Kebbi,Urban,Tertiary,Married,Formal
M1728,29,Niger,Urban,Tertiary,Single,Formal
M1729,26,Kebbi,Rural,Secondary,Married,Informal
M1730,34,Benue,Rural,Secondary,Married,Student
M1731,23,Lagos,Urban,Secondary,Widowed,Informal
M1732,23,Kwara,Urban,Primary,Married,Informal
M1733,24,Plateau,Urban,Primary,Married,Unemployed
M1734,23,Benue,Rural,Tertiary,Single,Formal
M1735,28,Nasarawa,Urban,Tertiary,Single,Informal
M1736,16,Adamawa,Rural,Tertiary,Married,Student
M1737,19,Yobe,Rural,Tertiary,Married,Unemployed
M1738,19,Bauchi,Rural,Primary,Married,Informal
M1739,29,Adamawa,Rural,Tertiary,Married,Informal
M1740,33,FCT,Urban,None,Married,Formal
M1741,24,Benue,Urban,Primary,Married,Informal
M1742,24,Nasarawa,Urban,Secondary,Widowed,Informal
M1743,25,Kaduna,Urban,Secondary,Married,Unemployed
M1744,30,Osun,Rural,Secondary,Married,Unemployed
M1745,20,Sokoto,Urban,Tertiary,Married,Informal
M1746,26,Rivers,Urban,Primary,Married,Unemployed
M1747,29,Ogun,Rural,Secondary,Married,Formal
M1748,27,Akwa_Ibom,Urban,Tertiary,Married,Formal
M1749,25,Bayelsa,Urban,Secondary,Married,Informal
M1750,30,Borno,Rural,Tertiary,Married,Unemployed
M1751,15,Gombe,Rural,None,Married,Informal
M1752,28,Lagos,Rural,Tertiary,Married,Formal
M1753,21,Katsina,Rural,Tertiary,Single,Unemployed
M1754,15,FCT,Rural,None,Married,Formal
M1755,27,Benue,Rural,Secondary,Married,Informal
M1756,31,Sokoto,Urban,Secondary,Married,Informal
M1757,24,Imo,Urban,Secondary,Married,Formal
M1758,29,Imo,Rural,Primary,Single,Formal
M1759,33,Ondo,Urban,None,Married,Unemployed
M1760,31,Niger,Urban,Tertiary,Married,Informal
M1761,33,Lagos,Rural,None,Married,Formal
M1762,28,Nasarawa,Urban,Tertiary,Single,Informal
M1763,25,Kwara,Urban,None,Married,Informal
M1764,16,Borno,Rural,Secondary,Married,Informal
M1765,23,Delta,Rural,Tertiary,Married,Informal
M1766,20,Katsina,Rural,Tertiary,Single,Informal
M1767,35,Cross_River,Rural,Secondary,Single,Informal
M1768,24,Yobe,Rural,None,Single,Informal
M1769,25,Enugu,Rural,Secondary,Married,Informal
M1770,27,Ekiti,Rural,Secondary,Married,Informal
M1771,25,Borno,Urban,Secondary,Married,Informal
M1772,33,Niger,Urban,Secondary,Married,Formal
M1773,21,FCT,Rural,Tertiary,Single,Informal
M1774,25,Imo,Urban,None,Married,Unemployed
M1775,21,Taraba,Urban,Secondary,Married,Informal
M1776,18,Oyo,Rural,Secondary,Married,Unemployed
M1777,21,Edo,Urban,Secondary,Single,Student
M1778,24,Bauchi,Urban,Tertiary,Married,Unemployed
M1779,22,Lagos,Rural,Secondary,Married,Informal
M1780,21,Jigawa,Rural,Tertiary,Married,Unemployed
M1781,17,Zamfara,Urban,Tertiary,Single,Informal
M1782,24,Oyo,Urban,Primary,Married,Informal
M1783,17,Yobe,Urban,Primary,Single,Informal
M1784,28,Oyo,Urban,None,Married,Informal
M1785,25,Ekiti,Urban,Tertiary,Single,Formal
M1786,17,Ekiti,Urban,Primary,Married,Formal
M1787,23,Niger,Urban,None,Married,Informal
M1788,21,Imo,Rural,None,Married,Unemployed
M1789,26,Kaduna,Rural,Secondary,Married,Informal
M1790,31,Ebonyi,Rural,Tertiary,Married,Informal
M1791,15,Kano,Urban,None,Single,Unemployed
M1792,25,Borno,Urban,Primary,Single,Informal
M1793,24,Katsina,Urban,Primary,Married,Unemployed
M1794,28,Taraba,Urban,Secondary,Widowed,Formal
M1795,26,Niger,Rural,Secondary,Married,Informal
M1796,21,Bayelsa,Urban,Tertiary,Married,Informal
M1797,23,Kwara,Urban,Secondary,Married,Informal
M1798,21,Kebbi,Rural,Secondary,Single,Student
M1799,30,Delta,Rural,Secondary,Married,Unemployed
M1800,25,Lagos,Rural,Tertiary,Married,Formal
M1801,34,Katsina,Urban,Tertiary,Married,Informal
M1802,24,Lagos,Rural,None,Married,Informal
M1803,21,Akwa_Ibom,Rural,Secondary,Married,Formal
M1804,17,Kaduna,Rural,Secondary,Married,Informal
M1805,15,Niger,Urban,Secondary,Married,Informal
M1806,17,Bauchi,Rural,Tertiary,Married,Informal
M1807,26,Ondo,Urban,None,Married,Informal
M1808,27,Abia,Rural,Tertiary,Married,Informal
M1809,17,Katsina,Rural,Secondary,Single,Formal
M1810,29,Sokoto,Rural,None,Single,Unemployed
M1811,22,Kaduna,Rural,Primary,Married,Informal
M1812,25,Taraba,Rural,Primary,Married,Unemployed
M1813,33,Rivers,Rural,None,Married,Informal
M1814,29,Kano,Urban,None,Married,Unemployed
M1815,23,Borno,Rural,Tertiary,Married,Student
M1816,20,Yobe,Urban,Primary,Married,Informal
M1817,15,FCT,Urban,Secondary,Married,Informal
M1818,21,Lagos,Urban,Secondary,Single,Unemployed
M1819,23,Sokoto,Rural,Secondary,Single,Informal
M1820,20,Anambra,Rural,Secondary,Married,Informal
M1821,24,Kebbi,Urban,Secondary,Married,Student
M1822,25,Katsina,Urban,Tertiary,Married,Unemployed
M1823,23,Niger,Urban,Secondary,Married,Informal
M1824,21,Taraba,Urban,Secondary,Married,Informal
M1825,25,Sokoto,Urban,Primary,Married,Unemployed
M1826,27,Borno,Urban,Secondary,Married,Formal
M1827,19,Rivers,Urban,Secondary,Single,Formal
M1828,32,Borno,Urban,None,Married,Informal
M1829,24,Sokoto,Urban,Primary,Married,Unemployed
M1830,25,Zamfara,Rural,Tertiary,Widowed,Formal
M1831,28,Jigawa,Urban,Tertiary,Married,Unemployed
M1832,26,Kano,Urban,Secondary,Single,Formal
M1833,29,Taraba,Rural,Tertiary,Single,Informal
M1834,26,Yobe,Rural,Primary,Married,Unemployed
M1835,21,Sokoto,Urban,Tertiary,Single,Informal
M1836,26,Rivers,Rural,Secondary,Married,Unemployed
M1837,19,Abia,Rural,Secondary,Married,Informal
M1838,25,Kebbi,Urban,Secondary,Married,Student
M1839,24,Bauchi,Rural,Secondary,Single,Informal
M1840,23,Zamfara,Rural,Secondary,Married,Formal
M1841,24,Edo,Rural,Secondary,Married,Informal
M1842,15,Zamfara,Rural,None,Single,Unemployed
M1843,22,Katsina,Urban,Secondary,Married,Formal
M1844,25,Kano,Rural,Secondary,Married,Formal
M1845,25,Taraba,Rural,Tertiary,Married,Informal
M1846,19,Plateau,Urban,None,Married,Informal
M1847,31,Kano,Urban,Primary,Married,Informal
M1848,20,Borno,Rural,Secondary,Married,Student
M1849,29,Bauchi,Rural,None,Married,Informal
M1850,27,Benue,Rural,Secondary,Married,Formal
M1851,21,Kano,Urban,Primary,Married,Informal
M1852,33,Ebonyi,Rural,Tertiary,Widowed,Unemployed
M1853,19,Borno,Rural,Secondary,Married,Informal
M1854,29,Ogun,Rural,Secondary,Married,Informal
M1855,30,Osun,Rural,Tertiary,Divorced,Unemployed
M1856,21,Kebbi,Rural,None,Married,Unemployed
M1857,31,Ondo,Rural,Tertiary,Married,Unemployed
M1858,23,Borno,Urban,Secondary,Married,Unemployed
M1859,26,Plateau,Rural,Secondary,Married,Informal
M1860,26,Sokoto,Rural,Tertiary,Married,Student
M1861,24,Oyo,Urban,Tertiary,Married,Unemployed
M1862,29,Katsina,Urban,Primary,Single,Formal
M1863,28,Anambra,Urban,Tertiary,Married,Formal
M1864,16,Lagos,Urban,Primary,Married,Informal
M1865,31,Borno,Urban,None,Married,Unemployed
M1866,16,Benue,Rural,Tertiary,Married,Informal
M1867,30,Gombe,Rural,Secondary,Married,Informal
M1868,30,Delta,Urban,Secondary,Single,Informal
M1869,19,Ebonyi,Rural,Primary,Married,Informal
M1870,22,Delta,Rural,Tertiary,Married,Informal
M1871,19,Ogun,Urban,Secondary,Married,Informal
M1872,23,Yobe,Urban,Tertiary,Widowed,Unemployed
M1873,23,Enugu,Urban,Secondary,Married,Unemployed
M1874,28,Niger,Urban,Primary,Married,Informal
M1875,31,Abia,Rural,Tertiary,Married,Informal
M1876,31,Lagos,Rural,Secondary,Widowed,Informal
M1877,22,Nasarawa,Urban,Secondary,Married,Informal
M1878,23,Akwa_Ibom,Urban,None,Married,Formal
M1879,16,Bauchi,Urban,Primary,Married,Informal
M1880,20,Enugu,Rural,Secondary,Married,Informal
M1881,29,Kaduna,Rural,Secondary,Single,Informal
M1882,33,Kano,Rural,Tertiary,Single,Unemployed
M1883,18,Rivers,Urban,Tertiary,Married,Unemployed
M1884,22,Niger,Urban,Primary,Single,Student
M1885,24,Enugu,Rural,Tertiary,Married,Formal
M1886,26,Bauchi,Urban,Secondary,Married,Informal
M1887,20,Sokoto,Rural,Tertiary,Married,Unemployed
M1888,27,Ekiti,Rural,Primary,Married,Unemployed
M1889,22,Kwara,Urban,Tertiary,Married,Informal
M1890,24,Cross_River,Rural,Tertiary,Married,Formal
M1891,27,Bayelsa,Rural,Primary,Married,Formal
M1892,25,Benue,Urban,Tertiary,Married,Informal
M1893,22,Ogun,Rural,Tertiary,Married,Formal
M1894,24,Kogi,Urban,Tertiary,Married,Formal
M1895,24,Kaduna,Rural,Secondary,Married,Formal
M1896,23,Katsina,Urban,None,Widowed,Unemployed
M1897,23,Kano,Rural,Tertiary,Married,Informal
M1898,32,Katsina,Rural,None,Married,Unemployed
M1899,27,Lagos,Urban,Primary,Married,Unemployed
M1900,23,Cross_River,Rural,Secondary,Married,Formal
M1901,28,Delta,Urban,Secondary,Single,Student
M1902,23,Ogun,Rural,Tertiary,Married,Unemployed
M1903,30,Rivers,Urban,Secondary,Single,Formal
M1904,26,Anambra,Rural,Tertiary,Married,Informal
M1905,24,Kano,Rural,None,Married,Formal
M1906,27,Niger,Urban,Secondary,Married,Informal
M1907,17,Anambra,Rural,None,Married,Informal
M1908,19,Katsina,Rural,Tertiary,Married,Informal
M1909,19,Akwa_Ibom,Rural,Tertiary,Married,Unemployed
M1910,25,Katsina,Urban,Tertiary,Married,Student
M1911,33,Kano,Urban,Tertiary,Married,Formal
M1912,36,Kebbi,Rural,Primary,Married,Unemployed
M1913,28,Benue,Rural,Tertiary,Divorced,Unemployed
M1914,27,Gombe,Rural,Secondary,Divorced,Informal
M1915,15,Katsina,Rural,Secondary,Single,Informal
M1916,22,Bauchi,Urban,Primary,Single,Informal
M1917,21,Borno,Urban,Tertiary,Married,Unemployed
M1918,21,Kebbi,Rural,None,Married,Informal
M1919,24,Anambra,Rural,Tertiary,Widowed,Informal
M1920,22,Kano,Urban,Primary,Married,Informal
M1921,15,Oyo,Rural,Tertiary,Married,Informal
M1922,28,Kano,Rural,None,Single,Unemployed
M1923,19,Katsina,Urban,Tertiary,Married,Informal
M1924,26,Kano,Urban,Tertiary,Married,Student
M1925,35,Akwa_Ibom,Urban,Primary,Single,Formal
M1926,20,Kano,Urban,Secondary,Married,Unemployed
M1927,15,Oyo,Rural,Secondary,Married,Informal
M1928,23,Niger,Urban,Tertiary,Married,Formal
M1929,30,Jigawa,Urban,None,Married,Informal
M1930,34,Oyo,Urban,None,Married,Informal
M1931,18,Ogun,Urban,Secondary,Married,Unemployed
M1932,27,Kebbi,Rural,None,Married,Informal
M1933,22,Akwa_Ibom,Rural,Secondary,Married,Unemployed
M1934,24,Imo,Urban,Secondary,Married,Formal
M1935,38,Akwa_Ibom,Urban,Secondary,Married,Student
M1936,17,Zamfara,Rural,Primary,Married,Unemployed
M1937,26,Taraba,Urban,None,Married,Informal
M1938,27,Akwa_Ibom,Urban,Tertiary,Married,Informal
M1939,30,Taraba,Rural,Secondary,Married,Unemployed
M1940,25,Adamawa,Rural,None,Married,Unemployed
M1941,26,Kaduna,Urban,Tertiary,Single,Informal
M1942,23,Ondo,Urban,Tertiary,Married,Student
M1943,26,Ondo,Urban,Secondary,Married,Formal
M1944,23,Zamfara,Rural,Primary,Married,Unemployed
M1945,28,Lagos,Rural,Tertiary,Married,Unemployed
M1946,23,Kaduna,Urban,Secondary,Married,Informal
M1947,26,Zamfara,Urban,Tertiary,Married,Informal
M1948,24,Jigawa,Urban,None,Married,Formal
M1949,30,Rivers,Urban,Secondary,Married,Unemployed
M1950,24,Sokoto,Urban,Secondary,Married,Informal
M1951,16,Jigawa,Urban,Tertiary,Married,Unemployed
M1952,31,Nasarawa,Rural,Secondary,Single,Formal
M1953,20,Lagos,Rural,Tertiary,Married,Unemployed
M1954,21,Katsina,Rural,Tertiary,Married,Informal
M1955,22,Lagos,Rural,Primary,Married,Unemployed
M1956,31,Imo,Rural,None,Married,Formal
M1957,15,Borno,Urban,Tertiary,Single,Unemployed
M1958,40,Katsina,Urban,Secondary,Married,Informal
M1959,30,Katsina,Rural,Secondary,Divorced,Formal
M1960,26,Niger,Urban,Secondary,Married,Unemployed
M1961,24,Cross_River,Rural,Tertiary,Married,Informal
M1962,26,Abia,Rural,Secondary,Married,Student
M1963,27,Adamawa,Urban,Tertiary,Single,Informal
M1964,28,Enugu,Urban,Tertiary,Married,Formal
M1965,27,Lagos,Urban,Secondary,Married,Student
M1966,25,Katsina,Rural,Secondary,Married,Informal
M1967,24,Katsina,Rural,Tertiary,Married,Informal
M1968,24,Oyo,Urban,Primary,Married,Informal
M1969,24,Delta,Urban,Tertiary,Married,Informal
M1970,30,Imo,Rural,Primary,Married,Informal
M1971,27,Edo,Urban,Primary,Married,Informal
M1972,15,Taraba,Urban,Secondary,Single,Unemployed
M1973,28,Niger,Urban,Secondary,Single,Informal
M1974,25,Bauchi,Rural,Tertiary,Married,Unemployed
M1975,24,Oyo,Rural,Tertiary,Married,Informal
M1976,23,Kaduna,Rural,None,Married,Informal
M1977,30,Ondo,Urban,None,Married,Formal
M1978,29,Rivers,Rural,Tertiary,Married,Unemployed
M1979,21,Abia,Rural,Primary,Married,Formal
M1980,27,Borno,Urban,Secondary,Married,Unemployed
M1981,20,Bauchi,Rural,Secondary,Married,Unemployed
M1982,18,Adamawa,Rural,Secondary,Married,Informal
M1983,21,Kogi,Urban,None,Married,Informal
M1984,29,Niger,Rural,Tertiary,Single,Formal
M1985,29,Akwa_Ibom,Urban,Tertiary,Married,Informal
M1986,27,Ogun,Urban,Secondary,Married,Informal
M1987,28,Kaduna,Urban,Tertiary,Married,Informal
M1988,27,Delta,Urban,Secondary,Single,Unemployed
M1989,21,Cross_River,Urban,Secondary,Single,Formal
M1990,27,Rivers,Urban,Tertiary,Married,Formal
M1991,29,Akwa_Ibom,Urban,Secondary,Married,Formal
M1992,28,Kano,Urban,Secondary,Married,Student
M1993,30,Ekiti,Rural,Secondary,Married,Informal
M1994,28,Oyo,Rural,Tertiary,Married,Informal
M1995,26,Ogun,Urban,Tertiary,Single,Informal
M1996,30,FCT,Urban,Secondary,Widowed,Formal
M1997,24,Kogi,Urban,None,Married,Informal
M1998,20,Lagos,Urban,Tertiary,Married,Formal
M1999,24,FCT,Urban,Secondary,Married,Formal
M2000,21,Enugu,Rural,Secondary,Married,Formal
M2001,21,Benue,Rural,Tertiary,Married,Unemployed
M2002,24,Lagos,Urban,Secondary,Married,Formal
M2003,21,Cross_River,Urban,Secondary,Married,Informal
M2004,23,Enugu,Rural,Tertiary,Widowed,Informal
M2005,15,Akwa_Ibom,Rural,Secondary,Married,Unemployed
M2006,26,Yobe,Urban,Tertiary,Married,Unemployed
M2007,25,Rivers,Urban,Tertiary,Married,Formal
M2008,20,Sokoto,Rural,Secondary,Single,Informal
M2009,28,Kwara,Rural,Secondary,Married,Student
M2010,29,Kaduna,Urban,Tertiary,Married,Informal
M2011,16,Kano,Rural,Tertiary,Single,Unemployed
M2012,21,Yobe,Rural,Secondary,Married,Unemployed
M2013,21,Taraba,Rural,Tertiary,Married,Unemployed
M2014,20,Lagos,Urban,Secondary,Married,Unemployed
M2015,29,Osun,Urban,None,Married,Formal
M2016,24,FCT,Urban,Secondary,Married,Unemployed
M2017,23,Kaduna,Rural,None,Married,Formal
M2018,15,Benue,Rural,Tertiary,Married,Informal
M2019,28,Jigawa,Rural,None,Married,Informal
M2020,18,Ogun,Rural,Tertiary,Married,Informal
M2021,25,Kano,Rural,Tertiary,Widowed,Unemployed
M2022,26,Plateau,Urban,Tertiary,Married,Informal
M2023,31,Enugu,Rural,Tertiary,Widowed,Student
M2024,18,Niger,Urban,Primary,Married,Informal
M2025,15,Oyo,Urban,Tertiary,Married,Informal
M2026,25,Sokoto,Rural,Secondary,Married,Informal
M2027,34,Katsina,Rural,Tertiary,Married,Informal
M2028,31,Yobe,Urban,Primary,Married,Student
M2029,26,Katsina,Rural,Secondary,Married,Informal
M2030,22,Bayelsa,Urban,None,Single,Informal
M2031,29,Delta,Urban,Secondary,Single,Informal
M2032,20,Borno,Rural,Tertiary,Married,Unemployed
M2033,27,Lagos,Rural,Primary,Married,Informal
M2034,27,Sokoto,Rural,Tertiary,Married,Informal
M2035,30,Plateau,Urban,Primary,Married,Informal
M2036,38,Anambra,Urban,Tertiary,Married,Student
M2037,26,Niger,Rural,Secondary,Married,Informal
M2038,22,Borno,Urban,Secondary,Married,Unemployed
M2039,24,Ebonyi,Urban,Secondary,Single,Informal
M2040,16,Lagos,Rural,Secondary,Widowed,Student
M2041,21,Kogi,Rural,Tertiary,Divorced,Unemployed
